delivery_id,is_late,risk_reason
DL000472629,0,Normal
DL000472630,0,Normal
DL000472631,0,Normal
DL000472632,0,Delayed status
DL000472633,0,Normal
DL000472634,0,Normal
DL000472635,0,Normal
DL000472636,0,Normal
DL000472637,0,Normal
DL000472638,1,Normal
DL000472639,0,Normal
DL000472640,0,Normal
DL000472641,0,Normal
DL000472642,0,Normal
DL000472643,0,Normal
DL000472644,0,Normal
DL000472645,0,Normal
DL000472646,0,Normal
DL000472647,0,Normal
DL000472648,0,Normal
DL000472649,0,Normal
DL000472650,0,Normal
DL000472651,0,Normal
DL000472652,0,Normal
DL000472653,0,Normal
DL000472654,0,Normal
DL000472655,0,Normal
DL000472656,1,Normal
DL000472657,0,Normal
DL000472658,0,Normal
DL000472659,0,Normal
DL000472660,0,Delayed status
DL000472661,0,Normal
DL000472662,0,Normal
DL000472663,0,Normal
DL000472664,0,Normal
DL000472665,0,Delayed status
DL000472666,1,Normal
DL000472667,0,Delayed status
DL000472668,0,Normal
DL000472669,0,Delayed status
DL000472670,0,Normal
DL000472671,1,Long delivery duration
DL000472672,0,Normal
DL000472673,0,Long delivery duration
DL000472674,0,Normal
DL000472675,0,Normal
DL000472676,0,Normal
DL000472677,0,Normal
DL000472678,0,Normal
DL000472679,0,Normal
DL000472680,0,Normal
DL000472681,0,Normal
DL000472682,0,Normal
DL000472683,0,Normal
DL000472684,0,Normal
DL000472685,0,Normal
DL000472686,0,Normal
DL000472687,0,Normal
DL000472688,0,Normal
DL000472689,0,Normal
DL000472690,0,Delayed status
DL000472691,0,Normal
DL000472692,0,Normal
DL000472693,0,Normal
DL000472694,0,Normal
DL000472695,0,Long delivery duration
DL000472696,0,Normal
DL000472697,0,Normal
DL000472698,0,Delayed status
DL000472699,1,Delayed status
DL000472700,0,Normal
DL000472701,0,Normal
DL000472702,1,Delayed status
DL000472703,0,Normal
DL000472704,0,Long delivery duration
DL000472705,0,Normal
DL000472706,0,Normal
DL000472707,0,Normal
DL000472708,0,Normal
DL000472709,0,Normal
DL000472710,0,Long delivery duration
DL000472711,0,Normal
DL000472712,0,Long delivery duration
DL000472713,0,Normal
DL000472714,0,Normal
DL000472715,0,Normal
DL000472716,0,Long delivery duration
DL000472717,0,Delayed status
DL000472718,1,Normal
DL000472719,0,Normal
DL000472720,0,Long delivery duration
DL000472721,0,Normal
DL000472722,1,Delayed status
DL000472723,0,Normal
DL000472724,0,Normal
DL000472725,0,Long delivery duration
DL000472726,1,Delayed status
DL000472727,0,Normal
DL000472728,0,Normal
DL000472729,0,Long delivery duration
DL000472730,0,Normal
DL000472731,0,Delayed status
DL000472732,0,Normal
DL000472733,0,Normal
DL000472734,0,Normal
DL000472735,0,Normal
DL000472736,0,Normal
DL000472737,0,Normal
DL000472738,0,Normal
DL000472739,0,Normal
DL000472740,0,Normal
DL000472741,0,Normal
DL000472742,0,Normal
DL000472743,0,Normal
DL000472744,0,Normal
DL000472745,0,Normal
DL000472746,0,Normal
DL000472747,0,Normal
DL000472748,1,Long delivery duration
DL000472749,0,Long delivery duration
DL000472750,0,Normal
DL000472751,0,Normal
DL000472752,0,Normal
DL000472753,0,Normal
DL000472754,0,Normal
DL000472755,0,Normal
DL000472756,0,Normal
DL000472757,0,Normal
DL000472758,0,Normal
DL000472759,0,Normal
DL000472760,0,Normal
DL000472761,0,Normal
DL000472762,0,Normal
DL000472763,0,Normal
DL000472764,0,Normal
DL000472765,0,Normal
DL000472766,0,Normal
DL000472767,0,Normal
DL000472768,0,Normal
DL000472769,0,Normal
DL000472770,0,Normal
DL000472771,0,Normal
DL000472772,0,Normal
DL000472773,0,Normal
DL000472774,1,Normal
DL000472775,0,Normal
DL000472776,0,Normal
DL000472777,1,Delayed status
DL000472778,0,Normal
DL000472779,0,Normal
DL000472780,0,Normal
DL000472781,0,Normal
DL000472782,0,Normal
DL000472783,0,Normal
DL000472784,0,Normal
DL000472785,0,Normal
DL000472786,0,Normal
DL000472787,0,Normal
DL000472788,0,Normal
DL000472789,0,Normal
DL000472790,1,Normal
DL000472791,1,Delayed status
DL000472792,0,Normal
DL000472793,0,Long delivery duration
DL000472794,0,Normal
DL000472795,0,Normal
DL000472796,0,Long delivery duration
DL000472797,0,Normal
DL000472798,0,Normal
DL000472799,0,Normal
DL000472800,0,Normal
DL000472801,1,Long delivery duration
DL000472802,0,Normal
DL000472803,0,Normal
DL000472804,0,Normal
DL000472805,0,Normal
DL000472806,0,Delayed status
DL000472807,1,Normal
DL000472808,0,Normal
DL000472809,0,Normal
DL000472810,0,Normal
DL000472811,0,Normal
DL000472812,0,Normal
DL000472813,0,Normal
DL000472814,0,Normal
DL000472815,0,Normal
DL000472816,0,Normal
DL000472817,0,Normal
DL000472818,0,Normal
DL000472819,0,Normal
DL000472820,0,Normal
DL000472821,0,Normal
DL000472822,0,Normal
DL000472823,0,Normal
DL000472824,0,Delayed status
DL000472825,1,Delayed status
DL000472826,0,Normal
DL000472827,0,Long delivery duration
DL000472828,0,Normal
DL000472829,0,Normal
DL000472830,0,Normal
DL000472831,0,Normal
DL000472832,0,Normal
DL000472833,0,Normal
DL000472834,0,Normal
DL000472835,1,Normal
DL000472836,0,Normal
DL000472837,0,Normal
DL000472838,0,Normal
DL000472839,0,Long delivery duration
DL000472840,0,Normal
DL000472841,0,Normal
DL000472842,1,Delayed status
DL000472843,0,Normal
DL000472844,0,Normal
DL000472845,0,Normal
DL000472846,0,Normal
DL000472847,0,Normal
DL000472848,0,Normal
DL000472849,0,Normal
DL000472850,0,Normal
DL000472851,0,Long delivery duration
DL000472852,0,Long delivery duration
DL000472853,0,Normal
DL000472854,0,Normal
DL000472855,0,Normal
DL000472856,1,Delayed status
DL000472857,0,Normal
DL000472858,0,Delayed status
DL000472859,0,Normal
DL000472860,0,Normal
DL000472861,0,Normal
DL000472862,0,Normal
DL000472863,0,Normal
DL000472864,0,Normal
DL000472865,0,Normal
DL000472866,0,Normal
DL000472867,0,Normal
DL000472868,0,Normal
DL000472869,0,Normal
DL000472870,0,Normal
DL000472871,0,Normal
DL000472872,0,Normal
DL000472873,0,Normal
DL000472874,0,Normal
DL000472875,0,Normal
DL000472876,0,Long delivery duration
DL000472877,0,Long delivery duration
DL000472878,0,Normal
DL000472879,0,Normal
DL000472880,0,Normal
DL000472881,0,Normal
DL000472882,0,Normal
DL000472883,0,Normal
DL000472884,0,Normal
DL000472885,0,Normal
DL000472886,0,Normal
DL000472887,0,Normal
DL000472888,0,Normal
DL000472889,0,Normal
DL000472890,0,Normal
DL000472891,0,Normal
DL000472892,0,Normal
DL000472893,0,Normal
DL000472894,0,Normal
DL000472895,1,Normal
DL000472896,0,Normal
DL000472897,0,Normal
DL000472898,1,Delayed status
DL000472899,0,Normal
DL000472900,0,Normal
DL000472901,0,Delayed status
DL000472902,0,Normal
DL000472903,0,Normal
DL000472904,0,Normal
DL000472905,0,Normal
DL000472906,0,Normal
DL000472907,0,Normal
DL000472908,0,Normal
DL000472909,0,Normal
DL000472910,0,Normal
DL000472911,0,Normal
DL000472912,0,Normal
DL000472913,0,Normal
DL000472914,0,Normal
DL000472915,0,Normal
DL000472916,0,Delayed status
DL000472917,0,Normal
DL000472918,0,Normal
DL000472919,0,Normal
DL000472920,0,Normal
DL000472921,0,Normal
DL000472922,0,Normal
DL000472923,0,Normal
DL000472924,0,Normal
DL000472925,0,Long delivery duration
DL000472926,0,Long delivery duration
DL000472927,0,Normal
DL000472928,0,Normal
DL000472929,0,Normal
DL000472930,0,Delayed status
DL000472931,0,Normal
DL000472932,0,Normal
DL000472933,0,Normal
DL000472934,0,Normal
DL000472935,0,Normal
DL000472936,0,Normal
DL000472937,0,Normal
DL000472938,0,Normal
DL000472939,0,Delayed status
DL000472940,0,Delayed status
DL000472941,0,Delayed status
DL000472942,0,Normal
DL000472943,0,Normal
DL000472944,0,Normal
DL000472945,0,Normal
DL000472946,0,Normal
DL000472947,0,Normal
DL000472948,0,Normal
DL000472949,0,Normal
DL000472950,0,Normal
DL000472951,0,Normal
DL000472952,1,Delayed status
DL000472953,0,Normal
DL000472954,0,Normal
DL000472955,0,Normal
DL000472956,0,Long delivery distance
DL000472957,1,Normal
DL000472958,0,Delayed status
DL000472959,0,Normal
DL000472960,0,Long delivery duration
DL000472961,0,Normal
DL000472962,0,Normal
DL000472963,1,Delayed status
DL000472964,0,Normal
DL000472965,0,Normal
DL000472966,0,Normal
DL000472967,0,Normal
DL000472968,0,Normal
DL000472969,0,Normal
DL000472970,1,Delayed status
DL000472971,0,Normal
DL000472972,0,Normal
DL000472973,1,Normal
DL000472974,0,Normal
DL000472975,0,Delayed status
DL000472976,0,Normal
DL000472977,0,Normal
DL000472978,0,Normal
DL000472979,0,Normal
DL000472980,0,Delayed status
DL000472981,1,Delayed status
DL000472982,0,Normal
DL000472983,0,Normal
DL000472984,1,Normal
DL000472985,0,Delayed status
DL000472986,1,Long delivery distance
DL000472987,0,Normal
DL000472988,0,Normal
DL000472989,0,Normal
DL000472990,0,Normal
DL000472991,0,Normal
DL000472992,0,Normal
DL000472993,0,Normal
DL000472994,0,Normal
DL000472995,0,Normal
DL000472996,0,Normal
DL000472997,0,Normal
DL000472998,0,Normal
DL000472999,0,Normal
DL000473000,0,Normal
DL000473001,1,Long delivery duration
DL000473002,0,Normal
DL000473003,0,Normal
DL000473004,0,Normal
DL000473005,0,Delayed status
DL000473006,0,Normal
DL000473007,0,Normal
DL000473008,0,Normal
DL000473009,0,Normal
DL000473010,0,Normal
DL000473011,0,Normal
DL000473012,0,Normal
DL000473013,1,Normal
DL000473014,0,Long delivery distance
DL000473015,0,Normal
DL000473016,1,Normal
DL000473017,0,Normal
DL000473018,0,Normal
DL000473019,0,Normal
DL000473020,0,Normal
DL000473021,0,Normal
DL000473022,0,Normal
DL000473023,0,Normal
DL000473024,1,Delayed status
DL000473025,0,Normal
DL000473026,0,Normal
DL000473027,0,Long delivery distance
DL000473028,1,Normal
DL000473029,0,Long delivery duration
DL000473030,0,Long delivery duration
DL000473031,0,Normal
DL000473032,0,Normal
DL000473033,0,Normal
DL000473034,1,Delayed status
DL000473035,1,Normal
DL000473036,0,Normal
DL000473037,0,Normal
DL000473038,0,Normal
DL000473039,0,Normal
DL000473040,0,Normal
DL000473041,0,Normal
DL000473042,0,Normal
DL000473043,0,Long delivery duration
DL000473044,0,Normal
DL000473045,0,Normal
DL000473046,1,Delayed status
DL000473047,0,Normal
DL000473048,0,Normal
DL000473049,0,Normal
DL000473050,1,Delayed status
DL000473051,0,Normal
DL000473052,1,Long delivery duration
DL000473053,0,Normal
DL000473054,0,Normal
DL000473055,0,Normal
DL000473056,0,Normal
DL000473057,0,Normal
DL000473058,0,Normal
DL000473059,0,Delayed status
DL000473060,0,Normal
DL000473061,0,Normal
DL000473062,0,Normal
DL000473063,0,Normal
DL000473064,0,Normal
DL000473065,0,Normal
DL000473066,0,Normal
DL000473067,0,Long delivery duration
DL000473068,0,Normal
DL000473069,0,Normal
DL000473070,0,Normal
DL000473071,0,Normal
DL000473072,0,Normal
DL000473073,0,Normal
DL000473074,0,Normal
DL000473075,0,Normal
DL000473076,0,Normal
DL000473077,0,Long delivery duration
DL000473078,0,Long delivery duration
DL000473079,0,Normal
DL000473080,0,Normal
DL000473081,0,Normal
DL000473082,0,Normal
DL000473083,0,Normal
DL000473084,0,Normal
DL000473085,0,Normal
DL000473086,0,Normal
DL000473087,0,Normal
DL000473088,0,Normal
DL000473089,0,Normal
DL000473090,0,Long delivery duration
DL000473091,1,Delayed status
DL000473092,1,Delayed status
DL000473093,0,Normal
DL000473094,0,Normal
DL000473095,0,Normal
DL000473096,0,Normal
DL000473097,0,Normal
DL000473098,0,Normal
DL000473099,0,Normal
DL000473100,0,Normal
DL000473101,0,Normal
DL000473102,0,Long delivery distance
DL000473103,0,Normal
DL000473104,0,Normal
DL000473105,0,Normal
DL000473106,0,Normal
DL000473107,0,Long delivery duration
DL000473108,0,Normal
DL000473109,0,Normal
DL000473110,0,Normal
DL000473111,0,Normal
DL000473112,0,Delayed status
DL000473113,0,Normal
DL000473114,0,Normal
DL000473115,1,Delayed status
DL000473116,0,Normal
DL000473117,0,Normal
DL000473118,0,Normal
DL000473119,1,Long delivery duration
DL000473120,0,Delayed status
DL000473121,0,Normal
DL000473122,0,Normal
DL000473123,0,Normal
DL000473124,0,Normal
DL000473125,0,Normal
DL000473126,0,Normal
DL000473127,1,Delayed status
DL000473128,0,Delayed status
DL000473129,0,Normal
DL000473130,0,Normal
DL000473131,1,Delayed status
DL000473132,1,Long delivery duration
DL000473133,0,Normal
DL000473134,0,Delayed status
DL000473135,0,Normal
DL000473136,0,Normal
DL000473137,1,Delayed status
DL000473138,0,Normal
DL000473139,1,Long delivery duration
DL000473140,0,Normal
DL000473141,0,Normal
DL000473142,0,Normal
DL000473143,0,Normal
DL000473144,0,Normal
DL000473145,0,Normal
DL000473146,0,Long delivery duration
DL000473147,0,Normal
DL000473148,0,Normal
DL000473149,0,Normal
DL000473150,0,Normal
DL000473151,1,Delayed status
DL000473152,0,Normal
DL000473153,0,Delayed status
DL000473154,0,Normal
DL000473155,0,Normal
DL000473156,0,Normal
DL000473157,0,Normal
DL000473158,0,Normal
DL000473159,0,Normal
DL000473160,0,Normal
DL000473161,0,Delayed status
DL000473162,0,Normal
DL000473163,0,Normal
DL000473164,0,Normal
DL000473165,0,Normal
DL000473166,0,Normal
DL000473167,0,Normal
DL000473168,0,Normal
DL000473169,0,Normal
DL000473170,0,Normal
DL000473171,1,Long delivery duration
DL000473172,0,Normal
DL000473173,0,Normal
DL000473174,0,Normal
DL000473175,0,Long delivery duration
DL000473176,0,Normal
DL000473177,0,Normal
DL000473178,0,Normal
DL000473179,0,Normal
DL000473180,0,Normal
DL000473181,0,Normal
DL000473182,0,Normal
DL000473183,0,Normal
DL000473184,0,Normal
DL000473185,0,Normal
DL000473186,0,Normal
DL000473187,0,Normal
DL000473188,0,Normal
DL000473189,0,Normal
DL000473190,0,Normal
DL000473191,0,Normal
DL000473192,0,Delayed status
DL000473193,0,Normal
DL000473194,0,Normal
DL000473195,0,Normal
DL000473196,1,Long delivery duration
DL000473197,0,Long delivery duration
DL000473198,0,Normal
DL000473199,0,Delayed status
DL000473200,0,Normal
DL000473201,0,Normal
DL000473202,0,Normal
DL000473203,0,Normal
DL000473204,0,Normal
DL000473205,0,Delayed status
DL000473206,1,Normal
DL000473207,0,Normal
DL000473208,0,Delayed status
DL000473209,1,Delayed status
DL000473210,0,Normal
DL000473211,0,Normal
DL000473212,0,Normal
DL000473213,0,Delayed status
DL000473214,0,Normal
DL000473215,0,Normal
DL000473216,0,Normal
DL000473217,0,Normal
DL000473218,0,Normal
DL000473219,0,Long delivery duration
DL000473220,0,Normal
DL000473221,0,Normal
DL000473222,0,Normal
DL000473223,0,Normal
DL000473224,0,Normal
DL000473225,0,Normal
DL000473226,0,Normal
DL000473227,0,Normal
DL000473228,0,Normal
DL000473229,0,Normal
DL000473230,0,Normal
DL000473231,0,Normal
DL000473232,0,Normal
DL000473233,0,Normal
DL000473234,0,Normal
DL000473235,0,Normal
DL000473236,0,Delayed status
DL000473237,1,Long delivery duration
DL000473238,0,Normal
DL000473239,1,Delayed status
DL000473240,0,Normal
DL000473241,0,Long delivery duration
DL000473242,0,Normal
DL000473243,0,Normal
DL000473244,0,Normal
DL000473245,0,Normal
DL000473246,1,Long delivery duration
DL000473247,0,Normal
DL000473248,0,Normal
DL000473249,0,Normal
DL000473250,0,Normal
DL000473251,0,Normal
DL000473252,0,Normal
DL000473253,0,Long delivery duration
DL000473254,0,Normal
DL000473255,0,Normal
DL000473256,1,Normal
DL000473257,0,Normal
DL000473258,0,Normal
DL000473259,0,Normal
DL000473260,0,Normal
DL000473261,1,Long delivery duration
DL000473262,1,Delayed status
DL000473263,0,Normal
DL000473264,1,Delayed status
DL000473265,1,Normal
DL000473266,0,Normal
DL000473267,1,Delayed status
DL000473268,0,Normal
DL000473269,0,Normal
DL000473270,0,Long delivery duration
DL000473271,1,Delayed status
DL000473272,0,Normal
DL000473273,0,Normal
DL000473274,0,Normal
DL000473275,0,Normal
DL000473276,0,Normal
DL000473277,0,Delayed status
DL000473278,0,Normal
DL000473279,0,Normal
DL000473280,1,Delayed status
DL000473281,1,Delayed status
DL000473282,1,Long delivery duration
DL000473283,0,Normal
DL000473284,0,Delayed status
DL000473285,0,Normal
DL000473286,0,Normal
DL000473287,0,Normal
DL000473288,0,Normal
DL000473289,0,Normal
DL000473290,0,Normal
DL000473291,0,Normal
DL000473292,0,Normal
DL000473293,0,Normal
DL000473294,0,Normal
DL000473295,0,Delayed status
DL000473296,0,Normal
DL000473297,0,Normal
DL000473298,0,Normal
DL000473299,0,Normal
DL000473300,0,Normal
DL000473301,0,Normal
DL000473302,0,Normal
DL000473303,0,Normal
DL000473304,0,Normal
DL000473305,0,Normal
DL000473306,0,Normal
DL000473307,0,Normal
DL000473308,0,Normal
DL000473309,0,Normal
DL000473310,0,Normal
DL000473311,0,Normal
DL000473312,1,Delayed status
DL000473313,1,Delayed status
DL000473314,0,Normal
DL000473315,1,Long delivery duration
DL000473316,0,Normal
DL000473317,1,Normal
DL000473318,0,Normal
DL000473319,1,Delayed status
DL000473320,0,Normal
DL000473321,0,Normal
DL000473322,0,Normal
DL000473323,0,Normal
DL000473324,0,Normal
DL000473325,0,Normal
DL000473326,0,Normal
DL000473327,0,Normal
DL000473328,0,Normal
DL000473329,0,Normal
DL000473330,0,Normal
DL000473331,0,Normal
DL000473332,0,Normal
DL000473333,0,Normal
DL000473334,0,Normal
DL000473335,0,Normal
DL000473336,0,Long delivery duration
DL000473337,0,Normal
DL000473338,0,Normal
DL000473339,0,Normal
DL000473340,0,Normal
DL000473341,0,Normal
DL000473342,0,Delayed status
DL000473343,0,Normal
DL000473344,1,Long delivery duration
DL000473345,0,Normal
DL000473346,0,Normal
DL000473347,0,Normal
DL000473348,0,Normal
DL000473349,0,Long delivery duration
DL000473350,0,Long delivery duration
DL000473351,0,Normal
DL000473352,0,Long delivery duration
DL000473353,0,Normal
DL000473354,0,Normal
DL000473355,0,Normal
DL000473356,0,Normal
DL000473357,0,Normal
DL000473358,0,Normal
DL000473359,0,Normal
DL000473360,1,Normal
DL000473361,1,Delayed status
DL000473362,0,Normal
DL000473363,0,Normal
DL000473364,0,Normal
DL000473365,0,Normal
DL000473366,0,Normal
DL000473367,0,Normal
DL000473368,0,Normal
DL000473369,0,Normal
DL000473370,0,Normal
DL000473371,0,Normal
DL000473372,0,Normal
DL000473373,0,Normal
DL000473374,0,Normal
DL000473375,0,Long delivery duration
DL000473376,0,Normal
DL000473377,0,Normal
DL000473378,0,Normal
DL000473379,0,Normal
DL000473380,0,Normal
DL000473381,0,Normal
DL000473382,0,Normal
DL000473383,0,Normal
DL000473384,0,Normal
DL000473385,0,Normal
DL000473386,0,Normal
DL000473387,0,Normal
DL000473388,0,Long delivery distance
DL000473389,0,Normal
DL000473390,0,Normal
DL000473391,0,Normal
DL000473392,0,Normal
DL000473393,0,Normal
DL000473394,1,Normal
DL000473395,0,Normal
DL000473396,0,Normal
DL000473397,0,Normal
DL000473398,0,Normal
DL000473399,0,Normal
DL000473400,0,Normal
DL000473401,0,Normal
DL000473402,0,Long delivery duration
DL000473403,0,Normal
DL000473404,0,Normal
DL000473405,0,Normal
DL000473406,0,Long delivery duration
DL000473407,1,Delayed status
DL000473408,0,Normal
DL000473409,0,Normal
DL000473410,0,Normal
DL000473411,0,Normal
DL000473412,0,Normal
DL000473413,0,Normal
DL000473414,0,Normal
DL000473415,0,Normal
DL000473416,0,Normal
DL000473417,0,Normal
DL000473418,0,Normal
DL000473419,0,Normal
DL000473420,0,Normal
DL000473421,0,Normal
DL000473422,0,Normal
DL000473423,0,Normal
DL000473424,0,Normal
DL000473425,0,Delayed status
DL000473426,0,Normal
DL000473427,0,Normal
DL000473428,0,Normal
DL000473429,0,Normal
DL000473430,1,Long delivery distance
DL000473431,0,Normal
DL000473432,0,Normal
DL000473433,0,Normal
DL000473434,1,Delayed status
DL000473435,1,Delayed status
DL000473436,0,Normal
DL000473437,No,Normal
DL000473438,0,Normal
DL000473439,1,Delayed status
DL000473440,0,Long delivery duration
DL000473441,0,Delayed status
DL000473442,0,Normal
DL000473443,0,Normal
DL000473444,0,Normal
DL000473445,1,Delayed status
DL000473446,0,Normal
DL000473447,0,Normal
DL000473448,0,Normal
DL000473449,0,Normal
DL000473450,0,Normal
DL000473451,0,Normal
DL000473452,0,Normal
DL000473453,0,Normal
DL000473454,0,Normal
DL000473455,0,Normal
DL000473456,0,Normal
DL000473457,0,Normal
DL000473458,0,Normal
DL000473459,0,Delayed status
DL000473460,0,Normal
DL000473461,0,Normal
DL000473462,0,Delayed status
DL000473463,0,Normal
DL000473464,0,Normal
DL000473465,0,Normal
DL000473466,0,Normal
DL000473467,0,Delayed status
DL000473468,0,Normal
DL000473469,0,Normal
DL000473470,0,Delayed status
DL000473471,0,Normal
DL000473472,0,Long delivery duration
DL000473473,0,Normal
DL000473474,0,Normal
DL000473475,0,Normal
DL000473476,0,Normal
DL000473477,0,Normal
DL000473478,0,Normal
DL000473479,0,Normal
DL000473480,0,Normal
DL000473481,0,Normal
DL000473482,0,Normal
DL000473483,0,Normal
DL000473484,0,Normal
DL000473485,0,Normal
DL000473486,0,Normal
DL000473487,0,Normal
DL000473488,0,Normal
DL000473489,0,Normal
DL000473490,0,Normal
DL000473491,0,Normal
DL000473492,0,Normal
DL000473493,0,Normal
DL000473494,0,Normal
DL000473495,0,Normal
DL000473496,0,Normal
DL000473497,0,Normal
DL000473498,No,Normal
DL000473499,1,Delayed status
DL000473500,0,Normal
DL000473501,0,Delayed status
DL000473502,0,Normal
DL000473503,0,Normal
DL000473504,1,Normal
DL000473505,0,Normal
DL000473506,0,Normal
DL000473507,0,Normal
DL000473508,0,Normal
DL000473509,0,Normal
DL000473510,0,Normal
DL000473511,0,Normal
DL000473512,1,Normal
DL000473513,0,Normal
DL000473514,0,Normal
DL000473515,1,Delayed status
DL000473516,0,Normal
DL000473517,0,Normal
DL000473518,Yes,Normal
DL000473519,0,Normal
DL000473520,0,Long delivery duration
DL000473521,0,Normal
DL000473522,0,Long delivery duration
DL000473523,0,Long delivery duration
DL000473524,0,Normal
DL000473525,0,Normal
DL000473526,0,Normal
DL000473527,0,Long delivery duration
DL000473528,0,Normal
DL000473529,1,Long delivery duration
DL000473530,0,Normal
DL000473531,1,Normal
DL000473532,0,Normal
DL000473533,0,Normal
DL000473534,0,Normal
DL000473535,0,Normal
DL000473536,0,Normal
DL000473537,0,Normal
DL000473538,0,Long delivery duration
DL000473539,0,Normal
DL000473540,0,Normal
DL000473541,0,Normal
DL000473542,0,Normal
DL000473543,0,Normal
DL000473544,0,Normal
DL000473545,0,Delayed status
DL000473546,0,Normal
DL000473547,0,Normal
DL000473548,0,Normal
DL000473549,0,Delayed status
DL000473550,0,Normal
DL000473551,0,Normal
DL000473552,0,Normal
DL000473553,0,Normal
DL000473554,0,Normal
DL000473555,0,Normal
DL000473556,0,Normal
DL000473557,0,Normal
DL000473558,0,Normal
DL000473559,1,Delayed status
DL000473560,1,Normal
DL000473561,1,Delayed status
DL000473562,0,Normal
DL000473563,0,Delayed status
DL000473564,0,Normal
DL000473565,1,Delayed status
DL000473566,0,Normal
DL000473567,0,Normal
DL000473568,0,Normal
DL000473569,0,Normal
DL000473570,0,Normal
DL000473571,0,Normal
DL000473572,0,Normal
DL000473573,1,Delayed status
DL000473574,0,Normal
DL000473575,1,Normal
DL000473576,0,Normal
DL000473577,0,Normal
DL000473578,0,Normal
DL000473579,0,Normal
DL000473580,0,Normal
DL000473581,0,Normal
DL000473582,0,Normal
DL000473583,0,Normal
DL000473584,1,Normal
DL000473585,0,Normal
DL000473586,0,Normal
DL000473587,0,Normal
DL000473588,0,Delayed status
DL000473589,0,Normal
DL000473590,0,Normal
DL000473591,0,Delayed status
DL000473592,0,Normal
DL000473593,0,Normal
DL000473594,0,Normal
DL000473595,0,Normal
DL000473596,0,Normal
DL000473597,0,Long delivery duration
DL000473598,0,Normal
DL000473599,0,Normal
DL000473600,0,Long delivery duration
DL000473601,0,Delayed status
DL000473602,0,Normal
DL000473603,0,Normal
DL000473604,0,Normal
DL000473605,0,Normal
DL000473606,0,Normal
DL000473607,0,Normal
DL000473608,0,Normal
DL000473609,0,Normal
DL000473610,0,Normal
DL000473611,0,Normal
DL000473612,0,Normal
DL000473613,0,Normal
DL000473614,1,Long delivery duration
DL000473615,1,Delayed status
DL000473616,0,Normal
DL000473617,0,Normal
DL000473618,0,Normal
DL000473619,0,Normal
DL000473620,0,Normal
DL000473621,0,Normal
DL000473622,0,Normal
DL000473623,0,Normal
DL000473624,0,Normal
DL000473625,0,Normal
DL000473626,1,Long delivery duration
DL000473627,0,Normal
DL000473628,0,Normal
DL000473629,0,Normal
DL000473630,0,Normal
DL000473631,0,Delayed status
DL000473632,0,Normal
DL000473633,0,Normal
DL000473634,0,Normal
DL000473635,0,Long delivery duration
DL000473636,0,Normal
DL000473637,0,Normal
DL000473638,0,Normal
DL000473639,0,Normal
DL000473640,0,Normal
DL000473641,0,Normal
DL000473642,1,Delayed status
DL000473643,0,Normal
DL000473644,0,Normal
DL000473645,No,Delayed status
DL000473646,0,Normal
DL000473647,0,Normal
DL000473648,0,Normal
DL000473649,0,Normal
DL000473650,0,Normal
DL000473651,0,Normal
DL000473652,0,Normal
DL000473653,1,Delayed status
DL000473654,0,Normal
DL000473655,0,Normal
DL000473656,0,Normal
DL000473657,0,Normal
DL000473658,0,Normal
DL000473659,0,Normal
DL000473660,0,Normal
DL000473661,0,Long delivery duration
DL000473662,0,Normal
DL000473663,0,Delayed status
DL000473664,0,Normal
DL000473665,0,Normal
DL000473666,0,Normal
DL000473667,0,Normal
DL000473668,0,Normal
DL000473669,0,Normal
DL000473670,0,Normal
DL000473671,0,Normal
DL000473672,0,Normal
DL000473673,0,Normal
DL000473674,0,Normal
DL000473675,0,Normal
DL000473676,0,Normal
DL000473677,0,Normal
DL000473678,0,Normal
DL000473679,0,Normal
DL000473680,0,Long delivery duration
DL000473681,0,Normal
DL000473682,1,Delayed status
DL000473683,0,Normal
DL000473684,0,Normal
DL000473685,0,Normal
DL000473686,0,Normal
DL000473687,0,Normal
DL000473688,0,Normal
DL000473689,0,Normal
DL000473690,0,Normal
DL000473691,0,Normal
DL000473692,0,Normal
DL000473693,0,Normal
DL000473694,0,Normal
DL000473695,0,Normal
DL000473696,0,Normal
DL000473697,0,Normal
DL000473698,0,Normal
DL000473699,0,Normal
DL000473700,0,Normal
DL000473701,0,Normal
DL000473702,0,Normal
DL000473703,0,Normal
DL000473704,0,Long delivery duration
DL000473705,0,Normal
DL000473706,0,Long delivery duration
DL000473707,1,Normal
DL000473708,0,Normal
DL000473709,0,Normal
DL000473710,0,Normal
DL000473711,0,Normal
DL000473712,0,Normal
DL000473713,0,Normal
DL000473714,0,Normal
DL000473715,0,Normal
DL000473716,0,Long delivery duration
DL000473717,0,Normal
DL000473718,0,Normal
DL000473719,0,Normal
DL000473720,0,Normal
DL000473721,0,Normal
DL000473722,0,Normal
DL000473723,0,Normal
DL000473724,0,Normal
DL000473725,0,Normal
DL000473726,0,Normal
DL000473727,0,Normal
DL000473728,0,Normal
DL000473729,1,Delayed status
DL000473730,0,Normal
DL000473731,0,Normal
DL000473732,0,Delayed status
DL000473733,0,Normal
DL000473734,0,Normal
DL000473735,1,Delayed status
DL000473736,0,Normal
DL000473737,0,Normal
DL000473738,0,Normal
DL000473739,0,Normal
DL000473740,0,Normal
DL000473741,0,Normal
DL000473742,0,Normal
DL000473743,0,Normal
DL000473744,0,Normal
DL000473745,0,Normal
DL000473746,0,Normal
