vehicle_id,vehicle_type,vehicle_age_years,capacity_kg,fuel_type,maintenance_score,current_mileage_km
V013961,Light Truck,6,3500,Diesel,79.19,222052.0
V013962,Medium Truck,5,8000,Diesel,100.0,71007.0
V013963,Van,4,1000,Petrol,57.12,82093.0
V013964,Light Truck,9,3500,Diesel,100.0,218846.0
V013965,Van,3,1000,Petrol,88.02,224104.0
V013966,Medium Truck,10,8000,Diesel,89.94,169394.0
V013967,Light Truck,5,3500,Diesel,78.31,159723.0
V013968,Medium Truck,9,8000,Diesel,86.56,194819.0
V013969,Motorbike,7,50,Petrol,79.42,197851.0
V013970,Light Truck,8,3500,Diesel,68.73,113932.0
V013971,Heavy Truck,9,20000,Diesel,60.32,245383.0
V013972,Motorbike,13,50,Petrol,80.98,140728.0
V013973,Van,10,1000,Petrol,70.83,129924.0
V013974,Light Truck,9,3500,Diesel,69.78,140457.0
V013975,Medium Truck,8,8000,Diesel,64.97,129549.0
V013976,Motorbike,10,50,Petrol,82.83,181769.0
V013977,Light Truck,8,3500,Diesel,83.98,146600.0
V013978,Light Truck,5,3500,Diesel,89.07,69712.0
V013979,Light Truck,6,3500,Diesel,76.96,315206.0
V013980,Medium Truck,9,8000,Diesel,81.05,204674.0
V013981,Van,10,1000,Petrol,78.84,5714.0
V013982,Medium Truck,2,8000,Diesel,81.08,214524.0
V013983,Medium Truck,1,8000,Diesel,82.48,253860.0
V013984,Light Truck,4,3500,Diesel,85.84,174309.0
V013985,Light Truck,10,3500,Diesel,77.13,206200.0
V013986,Light Truck,7,3500,Diesel,80.6,272223.0
V013987,Light Truck,0,3500,Diesel,88.59,116908.0
V013988,Van,5,1000,Petrol,68.88,48730.0
V013989,Van,2,1000,Petrol,78.77,238715.0
V013990,Medium Truck,0,8000,Diesel,70.62,1000.0
V013991,Light Truck,11,3500,Diesel,73.49,172823.0
V013992,Medium Truck,13,8000,Diesel,66.97,104257.0
V013993,Motorbike,11,50,Petrol,84.68,59674.0
V013994,Light Truck,11,3500,Diesel,78.64,224289.0
V013995,Medium Truck,3,8000,Diesel,64.95,125544.0
V013996,Medium Truck,12,8000,Diesel,83.52,295899.0
V013997,Heavy Truck,12,20000,Diesel,88.14,299685.0
V013998,Light Truck,7,3500,Diesel,85.21,290598.0
V013999,Light Truck,2,3500,Diesel,100.0,1000.0
V014000,Medium Truck,10,8000,Diesel,72.55,191810.0
V014001,Van,0,1000,Petrol,99.52,149180.0
V014002,Van,7,1000,Petrol,69.24,326315.0
V014003,Van,1,1000,Petrol,60.14,27407.0
V014004,Light Truck,0,3500,Diesel,95.18,176403.0
V014005,Medium Truck,0,8000,Diesel,100.0,71461.0
V014006,Medium Truck,10,8000,Diesel,80.86,208792.0
V014007,Light Truck,11,3500,Diesel,91.18,440984.0
V014008,Van,10,1000,Petrol,64.73,9535.0
V014009,Medium Truck,11,8000,Diesel,76.61,273700.0
V014010,Light Truck,3,3500,Diesel,77.04,203153.0
V014011,Light Truck,8,3500,Diesel,83.63,129744.0
V014012,Heavy Truck,5,20000,Diesel,76.25,248945.0
V014013,Medium Truck,5,8000,Diesel,100.0,260239.0
V014014,Medium Truck,7,8000,Diesel,96.29,53046.0
V014015,Medium Truck,1,8000,Diesel,80.24,226212.0
V014016,Medium Truck,4,8000,Diesel,71.15,169747.0
V014017,Medium Truck,9,8000,Diesel,86.33,124569.0
V014018,Medium Truck,10,8000,Diesel,66.27,52582.0
V014019,Medium Truck,8,8000,Diesel,79.08,129490.0
V014020,Van,3,1000,Petrol,82.23,139893.0
V014021,Light Truck,0,3500,Diesel,84.28,160078.0
V014022,Light Truck,12,3500,Diesel,100.0,282000.0
V014023,Van,6,1000,Petrol,85.76,342918.0
V014024,Van,11,1000,Petrol,82.58,143530.0
V014025,Heavy Truck,14,20000,Diesel,100.0,95914.0
V014026,Light Truck,10,3500,Diesel,58.44,21913.0
V014027,Van,5,1000,Petrol,96.24,63572.0
V014028,Light Truck,1,3500,Diesel,80.63,72401.0
V014029,Light Truck,2,3500,Diesel,96.5,126742.0
V014030,Light Truck,8,3500,Diesel,77.14,294403.0
V014031,Light Truck,11,3500,Diesel,79.35,118958.0
V014032,Van,10,1000,Petrol,93.97,55454.0
V014033,Light Truck,5,3500,Diesel,82.27,191836.0
V014034,Heavy Truck,0,20000,Diesel,62.06,303294.0
V014035,Van,13,1000,Petrol,92.63,165524.0
V014036,Van,1,1000,Petrol,82.75,122496.0
V014037,Light Truck,10,3500,Diesel,84.81,136422.0
V014038,Light Truck,2,3500,Diesel,80.21,226561.0
V014039,Motorbike,7,50,Petrol,79.38,327418.0
V014040,Light Truck,0,3500,Diesel,92.16,102319.0
V014041,Medium Truck,0,8000,Diesel,97.13,150394.0
V014042,Medium Truck,4,8000,Diesel,66.87,162365.0
V014043,Medium Truck,0,8000,Diesel,68.29,74492.0
V014044,Medium Truck,0,8000,Diesel,78.58,278781.0
V014045,Van,2,1000,Petrol,82.27,239038.0
V014046,Motorbike,3,50,Petrol,100.0,145727.0
V014047,Medium Truck,8,8000,Diesel,88.45,160550.0
V014048,Van,10,1000,Petrol,69.01,138972.0
V014049,Motorbike,13,50,Petrol,73.8,194615.0
V014050,Light Truck,2,3500,Diesel,72.6,224894.0
V014051,Heavy Truck,11,20000,Diesel,90.99,68594.0
V014052,Van,4,1000,Petrol,65.04,46942.0
V014053,Medium Truck,4,8000,Diesel,88.04,172026.0
V014054,Van,4,1000,Petrol,100.0,103078.0
V014055,Heavy Truck,5,20000,Diesel,92.85,115422.0
V014056,Light Truck,8,3500,Diesel,95.57,108939.0
V014057,Light Truck,6,3500,Diesel,87.65,154124.0
V014058,Van,1,1000,Petrol,92.11,171233.0
V014059,Medium Truck,8,8000,Diesel,95.48,277369.0
V014060,Medium Truck,7,8000,Diesel,95.64,223618.0
V014061,Motorbike,1,50,Petrol,90.0,329207.0
V014062,Medium Truck,11,8000,Diesel,83.52,120972.0
V014063,Medium Truck,6,8000,Diesel,59.64,129584.0
V014064,Light Truck,4,3500,Diesel,91.3,143338.0
V014065,Light Truck,13,3500,Diesel,87.61,92198.0
V014066,Van,8,1000,Petrol,57.48,187273.0
V014067,Medium Truck,1,8000,Diesel,74.1,143123.0
V014068,Van,13,1000,Petrol,68.17,124705.0
V014069,Light Truck,2,3500,Diesel,87.45,131002.0
V014070,Van,7,1000,Petrol,92.13,121040.0
V014071,Van,2,1000,Petrol,91.86,257234.0
V014072,Heavy Truck,12,20000,Diesel,74.67,114448.0
V014073,Medium Truck,1,8000,Diesel,84.44,168446.0
V014074,Van,2,1000,Petrol,84.28,66233.0
V014075,Van,12,1000,Petrol,83.89,120745.0
V014076,Light Truck,6,3500,Diesel,70.77,221056.0
V014077,Medium Truck,8,8000,Diesel,69.57,260035.0
V014078,Light Truck,0,3500,Diesel,56.67,110855.0
V014079,Light Truck,5,3500,Diesel,65.05,335156.0
V014080,Light Truck,6,3500,Diesel,80.47,101028.0
V014081,Van,10,1000,Petrol,71.36,78375.0
V014082,Van,14,1000,Petrol,84.21,169013.0
V014083,Van,10,1000,Petrol,100.0,26296.0
V014084,Van,0,1000,Petrol,78.48,181947.0
V014085,Medium Truck,14,8000,Diesel,91.41,165783.0
V014086,Light Truck,11,3500,Diesel,83.89,181015.0
V014087,Van,9,1000,Petrol,43.44,56063.0
V014088,Van,7,1000,Petrol,75.43,230134.0
V014089,Van,2,1000,Petrol,73.52,33418.0
V014090,Light Truck,14,3500,Diesel,62.75,305230.0
V014091,Heavy Truck,7,20000,Diesel,85.57,62657.0
V014092,Medium Truck,9,8000,Diesel,90.2,82963.0
V014093,Van,12,1000,Petrol,71.42,121730.0
V014094,Light Truck,0,3500,Diesel,100.0,88724.0
V014095,Van,7,1000,Petrol,67.55,241756.0
V014096,Motorbike,3,50,Petrol,64.43,241028.0
V014097,Motorbike,10,50,Petrol,90.59,132547.0
V014098,Medium Truck,11,8000,Diesel,77.33,158840.0
V014099,Light Truck,3,3500,Diesel,91.08,62799.0
V014100,Medium Truck,14,8000,Diesel,68.98,157929.0
V014101,Medium Truck,6,8000,Diesel,67.43,335137.0
V014102,Motorbike,6,50,Petrol,69.69,64356.0
V014103,Light Truck,11,3500,Diesel,91.03,115190.0
V014104,Van,5,1000,Petrol,50.5,94100.0
V014105,Medium Truck,1,8000,Diesel,73.17,181150.0
V014106,Van,13,1000,Petrol,78.81,103758.0
V014107,Van,6,1000,Petrol,78.73,219274.0
V014108,Van,10,1000,Petrol,100.0,155973.0
V014109,Medium Truck,9,8000,Diesel,100.0,146142.0
V014110,Light Truck,3,3500,Diesel,77.59,191829.0
V014111,Light Truck,1,3500,Diesel,100.0,116217.0
V014112,Light Truck,2,3500,Diesel,91.28,116400.0
V014113,Medium Truck,7,8000,Diesel,75.41,223593.0
V014114,Light Truck,0,3500,Diesel,73.3,232712.0
V014115,Van,13,1000,Petrol,73.51,212375.0
V014116,Light Truck,10,3500,Diesel,73.47,47652.0
V014117,Heavy Truck,14,20000,Diesel,81.97,84818.0
V014118,Light Truck,14,3500,Diesel,88.04,196807.0
V014119,Light Truck,14,3500,Diesel,91.71,78177.0
V014120,Medium Truck,2,8000,Diesel,92.83,293846.0
V014121,Medium Truck,11,8000,Diesel,84.39,141022.0
V014122,Medium Truck,4,8000,Diesel,100.0,163748.0
V014123,Van,2,1000,Petrol,70.14,341788.0
V014124,Medium Truck,3,8000,Diesel,78.69,178145.0
V014125,Medium Truck,1,8000,Diesel,82.38,190475.0
V014126,Light Truck,7,3500,Diesel,76.78,185341.0
V014127,Light Truck,7,3500,Diesel,94.69,114236.0
V014128,Light Truck,3,3500,Diesel,86.23,66208.0
V014129,Van,7,1000,Petrol,81.47,69841.0
V014130,Medium Truck,3,8000,Diesel,74.59,1000.0
V014131,Heavy Truck,4,20000,Diesel,74.75,154514.0
V014132,Light Truck,1,3500,Diesel,85.07,281100.0
V014133,Medium Truck,5,8000,Diesel,81.52,130511.0
V014134,Medium Truck,2,8000,Diesel,100.0,354544.0
V014135,Light Truck,2,3500,Diesel,80.81,17190.0
V014136,Medium Truck,2,8000,Diesel,100.0,209719.0
V014137,Heavy Truck,9,20000,Diesel,71.18,218029.0
V014138,Light Truck,12,3500,Diesel,95.3,125861.0
V014139,Light Truck,13,3500,Diesel,71.02,217915.0
V014140,Van,8,1000,Petrol,78.32,42126.0
V014141,Van,8,1000,Petrol,79.14,120849.0
V014142,Medium Truck,1,8000,Diesel,74.7,252493.0
V014143,Light Truck,6,3500,Diesel,65.55,259581.0
V014144,Van,10,1000,Petrol,100.0,175504.0
V014145,Van,12,1000,Petrol,57.23,170895.0
V014146,Motorbike,10,50,Petrol,87.75,21593.0
V014147,Van,7,1000,Petrol,76.56,431611.0
V014148,Medium Truck,12,8000,Diesel,79.06,236235.0
V014149,Light Truck,8,3500,Diesel,98.97,295300.0
V014150,Light Truck,14,3500,Diesel,85.09,272005.0
V014151,Medium Truck,13,8000,Diesel,76.33,190704.0
V014152,Light Truck,2,3500,Diesel,87.96,105101.0
V014153,Heavy Truck,3,20000,Diesel,81.48,158097.0
V014154,Medium Truck,10,8000,Diesel,61.78,191494.0
V014155,Motorbike,2,50,Petrol,70.26,155470.0
V014156,Van,1,1000,Petrol,65.67,241810.0
V014157,Van,8,1000,Petrol,100.0,143072.0
V014158,Heavy Truck,7,20000,Diesel,88.5,1000.0
V014159,Medium Truck,12,8000,Diesel,87.77,349221.0
V014160,Medium Truck,8,8000,Diesel,84.07,194344.0
V014161,Light Truck,1,3500,Diesel,89.39,169329.0
V014162,Van,7,1000,Petrol,90.6,140472.0
V014163,Light Truck,11,3500,Diesel,99.45,102329.0
V014164,Light Truck,7,3500,Diesel,36.89,161435.0
V014165,Light Truck,7,3500,Diesel,100.0,239828.0
V014166,Van,8,1000,Petrol,84.14,276506.0
V014167,Light Truck,8,3500,Diesel,85.11,208761.0
V014168,Light Truck,13,3500,Diesel,100.0,137117.0
V014169,Light Truck,14,3500,Diesel,65.49,294115.0
V014170,Light Truck,11,3500,Diesel,80.07,273618.0
V014171,Heavy Truck,10,20000,Diesel,80.95,102507.0
V014172,Light Truck,9,3500,Diesel,76.85,271753.0
V014173,Motorbike,13,50,Petrol,80.77,46550.0
V014174,Van,11,1000,Petrol,87.56,180001.0
V014175,Van,14,1000,Petrol,84.03,244782.0
V014176,Van,8,1000,Petrol,100.0,257855.0
V014177,Medium Truck,3,8000,Diesel,76.62,298834.0
V014178,Van,12,1000,Petrol,85.05,72459.0
V014179,Light Truck,5,3500,Diesel,64.18,45546.0
V014180,Medium Truck,3,8000,Diesel,89.15,201384.0
V014181,Van,12,1000,Petrol,82.94,305910.0
V014182,Van,8,1000,Petrol,58.92,65271.0
V014183,Medium Truck,11,8000,Diesel,64.17,139069.0
V014184,Van,6,1000,Petrol,95.06,257918.0
V014185,Light Truck,9,3500,Diesel,69.33,179887.0
V014186,Light Truck,7,3500,Diesel,92.6,130766.0
V014187,Light Truck,13,3500,Diesel,80.53,79051.0
V014188,Motorbike,12,50,Petrol,68.04,131584.0
V014189,Van,8,1000,Petrol,89.43,66969.0
V014190,Heavy Truck,9,20000,Diesel,80.12,153127.0
V014191,Light Truck,9,3500,Diesel,95.56,238350.0
V014192,Medium Truck,0,8000,Diesel,68.09,129543.0
V014193,Heavy Truck,4,20000,Diesel,82.91,148582.0
V014194,Van,9,1000,Petrol,76.25,177343.0
V014195,Light Truck,7,3500,Diesel,68.95,157678.0
V014196,Light Truck,12,3500,Diesel,63.55,212255.0
V014197,Medium Truck,1,8000,Diesel,79.48,181954.0
V014198,Light Truck,2,3500,Diesel,87.52,295173.0
V014199,Light Truck,7,3500,Diesel,89.78,114209.0
V014200,Light Truck,8,3500,Diesel,67.7,124734.0
V014201,Medium Truck,5,8000,Diesel,71.37,185963.0
V014202,Medium Truck,10,8000,Diesel,100.0,229478.0
V014203,Van,9,1000,Petrol,80.63,125447.0
V014204,Heavy Truck,4,20000,Diesel,71.99,227511.0
V014205,Light Truck,10,3500,Diesel,83.41,273732.0
V014206,Light Truck,13,3500,Diesel,80.18,183107.0
V014207,Motorbike,4,50,Petrol,93.57,296727.0
V014208,Van,8,1000,Petrol,93.0,106706.0
V014209,Van,13,1000,Petrol,99.73,89905.0
V014210,Medium Truck,7,8000,Diesel,58.13,82015.0
V014211,Light Truck,6,3500,Diesel,100.0,111163.0
V014212,Van,14,1000,Petrol,80.22,210432.0
V014213,Light Truck,10,3500,Diesel,79.79,249106.0
V014214,Medium Truck,2,8000,Diesel,90.65,304121.0
V014215,Medium Truck,13,8000,Diesel,80.69,232961.0
V014216,Van,5,1000,Petrol,100.0,167751.0
V014217,Medium Truck,12,8000,Diesel,97.62,96909.0
V014218,Van,2,1000,Petrol,84.18,132833.0
V014219,Medium Truck,11,8000,Diesel,87.02,174042.0
V014220,Van,10,1000,Petrol,82.04,162806.0
V014221,Medium Truck,9,8000,Diesel,55.99,189832.0
V014222,Medium Truck,2,8000,Diesel,74.54,212449.0
V014223,Light Truck,1,3500,Diesel,90.49,283771.0
V014224,Medium Truck,13,8000,Diesel,90.49,330393.0
V014225,Light Truck,8,3500,Diesel,79.23,184345.0
V014226,Heavy Truck,3,20000,Diesel,70.78,249601.0
V014227,Light Truck,10,3500,Diesel,86.42,119021.0
V014228,Medium Truck,11,8000,Diesel,85.59,158419.0
V014229,Van,0,1000,Petrol,73.38,146403.0
V014230,Van,6,1000,Petrol,59.6,156787.0
V014231,Medium Truck,13,8000,Diesel,99.14,224621.0
V014232,Medium Truck,6,8000,Diesel,81.21,212435.0
V014233,Medium Truck,3,8000,Diesel,95.17,233963.0
V014234,Light Truck,1,3500,Diesel,86.65,43375.0
V014235,Van,14,1000,Petrol,78.6,162260.0
V014236,Van,2,1000,Petrol,85.13,126765.0
V014237,Van,10,1000,Petrol,90.54,224617.0
V014238,Van,10,1000,Petrol,97.52,157717.0
V014239,Heavy Truck,14,20000,Diesel,98.49,168176.0
V014240,Light Truck,8,3500,Diesel,94.25,99304.0
V014241,Medium Truck,10,8000,Diesel,82.68,227155.0
V014242,Light Truck,4,3500,Diesel,88.0,155399.0
V014243,Medium Truck,6,8000,Diesel,58.71,101224.0
V014244,Van,4,1000,Petrol,56.85,200344.0
V014245,Van,7,1000,Petrol,80.28,232680.0
V014246,Heavy Truck,1,20000,Diesel,71.72,248768.0
V014247,Light Truck,7,3500,Diesel,30.0,253871.0
V014248,Heavy Truck,4,20000,Diesel,100.0,226516.0
V014249,Van,11,1000,Petrol,84.6,101103.0
V014250,Van,5,1000,Petrol,74.7,131095.0
V014251,Light Truck,3,3500,Diesel,83.56,266245.0
V014252,Medium Truck,14,8000,Diesel,91.23,247540.0
V014253,Medium Truck,4,8000,Diesel,94.72,280154.0
V014254,Medium Truck,3,8000,Diesel,84.45,196359.0
V014255,Light Truck,6,3500,Diesel,85.66,143900.0
V014256,Heavy Truck,2,20000,Diesel,68.58,128790.0
V014257,Medium Truck,5,8000,Diesel,93.51,209963.0
V014258,Medium Truck,0,8000,Diesel,70.72,113651.0
V014259,Motorbike,7,50,Petrol,86.23,179860.0
V014260,Medium Truck,4,8000,Diesel,83.83,226669.0
V014261,Van,9,1000,Petrol,79.38,182287.0
V014262,Heavy Truck,12,20000,Diesel,82.35,110947.0
V014263,Van,5,1000,Petrol,84.28,94508.0
V014264,Medium Truck,14,8000,Diesel,75.08,17587.0
V014265,Van,7,1000,Petrol,72.59,101924.0
V014266,Medium Truck,2,8000,Diesel,77.84,129074.0
V014267,Light Truck,6,3500,Diesel,89.55,228574.0
V014268,Van,3,1000,Petrol,95.45,131317.0
V014269,Medium Truck,13,8000,Diesel,65.83,135225.0
V014270,Van,0,1000,Petrol,89.66,360826.0
V014271,Van,12,1000,Petrol,92.13,192494.0
V014272,Van,4,1000,Petrol,77.81,217708.0
V014273,Medium Truck,14,8000,Diesel,79.51,226647.0
V014274,Van,14,1000,Petrol,88.02,144267.0
V014275,Light Truck,7,3500,Diesel,83.49,170215.0
V014276,Van,0,1000,Petrol,68.07,66022.0
V014277,Light Truck,5,3500,Diesel,75.04,138457.0
V014278,Heavy Truck,4,20000,Diesel,76.03,185242.0
V014279,Light Truck,11,3500,Diesel,92.53,126188.0
V014280,Medium Truck,2,8000,Diesel,76.4,113934.0
V014281,Medium Truck,6,8000,Diesel,72.46,92596.0
V014282,Light Truck,6,3500,Diesel,91.83,122337.0
V014283,Light Truck,6,3500,Diesel,61.8,94991.0
V014284,Medium Truck,1,8000,Diesel,95.01,215558.0
V014285,Van,6,1000,Petrol,63.72,353312.0
V014286,Medium Truck,1,8000,Diesel,78.39,236692.0
V014287,Light Truck,1,3500,Diesel,100.0,239765.0
V014288,Heavy Truck,13,20000,Diesel,97.52,124682.0
V014289,Light Truck,13,3500,Diesel,79.07,239494.0
V014290,Heavy Truck,1,20000,Diesel,76.58,285520.0
V014291,Light Truck,7,3500,Diesel,80.67,163223.0
V014292,Medium Truck,12,8000,Diesel,96.62,309224.0
V014293,Light Truck,7,3500,Diesel,91.34,108249.0
V014294,Motorbike,7,50,Petrol,78.69,182499.0
V014295,Van,6,1000,Petrol,100.0,162844.0
V014296,Heavy Truck,0,20000,Diesel,54.46,205820.0
V014297,Medium Truck,3,8000,Diesel,91.18,221720.0
V014298,Medium Truck,12,8000,Diesel,69.79,46011.0
V014299,Van,12,1000,Petrol,82.29,171486.0
V014300,Light Truck,0,3500,Diesel,78.92,141272.0
V014301,Van,3,1000,Petrol,85.59,317791.0
V014302,Light Truck,8,3500,Diesel,79.36,73822.0
V014303,Light Truck,7,3500,Diesel,70.98,243878.0
V014304,Medium Truck,1,8000,Diesel,83.93,237184.0
V014305,Heavy Truck,7,20000,Diesel,81.72,203317.0
V014306,Van,14,1000,Petrol,88.84,67629.0
V014307,Van,9,1000,Petrol,83.47,80642.0
V014308,Van,4,1000,Petrol,88.41,217997.0
V014309,Light Truck,8,3500,Diesel,86.68,160956.0
V014310,Light Truck,11,3500,Diesel,65.86,74554.0
V014311,Motorbike,5,50,Petrol,82.59,149947.0
V014312,Medium Truck,6,8000,Diesel,67.03,207746.0
V014313,Medium Truck,9,8000,Diesel,76.75,293850.0
V014314,Van,4,1000,Petrol,79.21,83583.0
V014315,Heavy Truck,10,20000,Diesel,56.26,147212.0
V014316,Van,10,1000,Petrol,68.07,179404.0
V014317,Medium Truck,6,8000,Diesel,71.09,133434.0
V014318,Medium Truck,10,8000,Diesel,70.37,108370.0
V014319,Heavy Truck,0,20000,Diesel,83.77,88761.0
V014320,Van,8,1000,Petrol,90.24,167199.0
V014321,Van,5,1000,Petrol,82.87,103862.0
V014322,Light Truck,3,3500,Diesel,100.0,235816.0
V014323,Light Truck,12,3500,Diesel,88.5,277529.0
V014324,Light Truck,4,3500,Diesel,100.0,215682.0
V014325,Light Truck,13,3500,Diesel,79.45,63372.0
V014326,Heavy Truck,6,20000,Diesel,84.94,186542.0
V014327,Motorbike,5,50,Petrol,75.5,38949.0
V014328,Heavy Truck,9,20000,Diesel,80.59,318382.0
V014329,Van,6,1000,Petrol,86.0,183291.0
V014330,Van,5,1000,Petrol,81.74,10910.0
V014331,Medium Truck,1,8000,Diesel,75.86,398563.0
V014332,Heavy Truck,1,20000,Diesel,98.93,59310.0
V014333,Light Truck,0,3500,Diesel,75.27,116575.0
V014334,Van,8,1000,Petrol,79.66,120766.0
V014335,Light Truck,7,3500,Diesel,77.64,158100.0
V014336,Van,1,1000,Petrol,71.51,78891.0
V014337,Heavy Truck,13,20000,Diesel,90.21,179280.0
V014338,Heavy Truck,6,20000,Diesel,100.0,129989.0
V014339,Light Truck,2,3500,Diesel,91.88,52341.0
V014340,Heavy Truck,6,20000,Diesel,92.92,367122.0
V014341,Medium Truck,3,8000,Diesel,90.23,112811.0
V014342,Medium Truck,2,8000,Diesel,82.5,158066.0
V014343,Medium Truck,1,8000,Diesel,68.96,45610.0
V014344,Light Truck,2,3500,Diesel,54.8,211585.0
V014345,Light Truck,7,3500,Diesel,71.19,1000.0
V014346,Medium Truck,11,8000,Diesel,70.32,202261.0
V014347,Motorbike,13,50,Petrol,84.04,192034.0
V014348,Motorbike,7,50,Petrol,78.34,286566.0
V014349,Heavy Truck,12,20000,Diesel,92.99,181777.0
V014350,Medium Truck,3,8000,Diesel,85.67,300843.0
V014351,Light Truck,14,3500,Diesel,85.79,92384.0
V014352,Van,11,1000,Petrol,93.18,147448.0
V014353,Medium Truck,3,8000,Diesel,91.66,167217.0
V014354,Van,8,1000,Petrol,82.2,127142.0
V014355,Van,2,1000,Petrol,75.59,160933.0
V014356,Van,14,1000,Petrol,99.97,134342.0
V014357,Van,8,1000,Petrol,60.57,134575.0
V014358,Van,4,1000,Petrol,80.15,160441.0
V014359,Light Truck,5,3500,Diesel,97.86,213162.0
V014360,Medium Truck,9,8000,Diesel,56.3,1000.0
V014361,Van,5,1000,Petrol,77.14,265563.0
V014362,Light Truck,7,3500,Diesel,70.36,30493.0
V014363,Medium Truck,14,8000,Diesel,84.1,151665.0
V014364,Van,6,1000,Petrol,77.75,198932.0
V014365,Van,8,1000,Petrol,66.92,264055.0
V014366,Light Truck,1,3500,Diesel,86.47,201167.0
V014367,Van,14,1000,Petrol,82.82,146982.0
V014368,Medium Truck,0,8000,Diesel,80.33,72436.0
V014369,Medium Truck,3,8000,Diesel,88.5,247682.0
V014370,Medium Truck,14,8000,Diesel,100.0,295981.0
V014371,Van,10,1000,Petrol,70.99,170491.0
V014372,Light Truck,11,3500,Diesel,73.18,230650.0
V014373,Motorbike,3,50,Petrol,90.58,235699.0
V014374,Heavy Truck,2,20000,Diesel,89.92,153822.0
V014375,Van,10,1000,Petrol,79.34,175418.0
V014376,Medium Truck,13,8000,Diesel,74.19,230126.0
V014377,Van,14,1000,Petrol,80.45,130646.0
V014378,Heavy Truck,10,20000,Diesel,87.28,239972.0
V014379,Motorbike,0,50,Petrol,81.76,187167.0
V014380,Light Truck,14,3500,Diesel,100.0,1000.0
V014381,Light Truck,11,3500,Diesel,78.36,77526.0
V014382,Van,7,1000,Petrol,77.12,157192.0
V014383,Medium Truck,12,8000,Diesel,74.12,180485.0
V014384,Medium Truck,7,8000,Diesel,76.78,326823.0
V014385,Light Truck,1,3500,Diesel,79.05,243946.0
V014386,Light Truck,7,3500,Diesel,70.61,66378.0
V014387,Light Truck,4,3500,Diesel,92.06,53398.0
V014388,Heavy Truck,7,20000,Diesel,55.82,238097.0
V014389,Van,8,1000,Petrol,78.48,164713.0
V014390,Heavy Truck,6,20000,Diesel,78.94,248693.0
V014391,Van,13,1000,Petrol,68.61,161787.0
V014392,Medium Truck,9,8000,Diesel,87.37,386610.0
V014393,Van,6,1000,Petrol,81.46,306208.0
V014394,Van,7,1000,Petrol,93.75,94887.0
V014395,Light Truck,14,3500,Diesel,76.84,253853.0
V014396,Medium Truck,7,8000,Diesel,71.47,26548.0
V014397,Light Truck,10,3500,Diesel,73.34,8449.0
V014398,Light Truck,5,3500,Diesel,87.89,191869.0
V014399,Van,13,1000,Petrol,86.72,252359.0
V014400,Light Truck,3,3500,Diesel,81.79,212776.0
V014401,Van,7,1000,Petrol,71.12,148670.0
V014402,Van,11,1000,Petrol,77.5,332979.0
V014403,Heavy Truck,13,20000,Diesel,82.12,93716.0
V014404,Heavy Truck,10,20000,Diesel,74.21,226288.0
V014405,Motorbike,5,50,Petrol,79.0,250255.0
V014406,Medium Truck,14,8000,Diesel,82.39,234309.0
V014407,Van,11,1000,Petrol,88.8,54435.0
V014408,Van,7,1000,Petrol,90.44,1000.0
V014409,Light Truck,6,3500,Diesel,88.8,224562.0
V014410,Medium Truck,10,8000,Diesel,100.0,195371.0
V014411,Van,5,1000,Petrol,97.92,130661.0
V014412,Light Truck,1,3500,Diesel,91.35,201418.0
V014413,Medium Truck,9,8000,Diesel,76.89,265006.0
V014414,Medium Truck,5,8000,Diesel,88.5,226821.0
V014415,Motorbike,9,50,Petrol,89.88,259075.0
V014416,Motorbike,11,50,Petrol,85.24,232790.0
V014417,Light Truck,7,3500,Diesel,68.71,111234.0
V014418,Light Truck,3,3500,Diesel,100.0,38914.0
V014419,Light Truck,2,3500,Diesel,97.59,140795.0
V014420,Medium Truck,14,8000,Diesel,93.15,180327.0
V014421,Van,14,1000,Petrol,99.39,53985.0
V014422,Light Truck,11,3500,Diesel,65.17,112601.0
V014423,Medium Truck,3,8000,Diesel,82.81,129837.0
V014424,Light Truck,1,3500,Diesel,65.27,175133.0
V014425,Light Truck,11,3500,Diesel,83.95,1000.0
V014426,Light Truck,6,3500,Diesel,100.0,48613.0
V014427,Medium Truck,5,8000,Diesel,66.57,354137.0
V014428,Van,11,1000,Petrol,77.29,216951.0
V014429,Van,7,1000,Petrol,69.15,297753.0
V014430,Motorbike,3,50,Petrol,86.64,156745.0
V014431,Medium Truck,14,8000,Diesel,100.0,147775.0
V014432,Heavy Truck,12,20000,Diesel,91.87,1000.0
V014433,Van,14,1000,Petrol,65.0,209059.0
V014434,Heavy Truck,14,20000,Diesel,85.34,28566.0
V014435,Medium Truck,13,8000,Diesel,60.88,115147.0
V014436,Medium Truck,13,8000,Diesel,71.6,243276.0
V014437,Heavy Truck,0,20000,Diesel,94.51,166854.0
V014438,Van,12,1000,Petrol,88.03,8875.0
V014439,Medium Truck,8,8000,Diesel,64.28,148536.0
V014440,Heavy Truck,12,20000,Diesel,82.44,182290.0
V014441,Van,9,1000,Petrol,71.97,321811.0
V014442,Medium Truck,10,8000,Diesel,87.36,54849.0
V014443,Van,9,1000,Petrol,100.0,54895.0
V014444,Light Truck,3,3500,Diesel,63.43,95287.0
V014445,Light Truck,10,3500,Diesel,100.0,99504.0
V014446,Medium Truck,3,8000,Diesel,79.66,106285.0
V014447,Heavy Truck,9,20000,Diesel,76.77,365313.0
