,vehicle_id,vehicle_type,vehicle_age_years,capacity_kg,fuel_type,maintenance_score,current_mileage_km
12528,V012529,Van,7,1000,Petrol,98.17,242344.0
12529,V012530,Van,11,1000,Petrol,98.91,92866.0
12530,V012531,Van,13,1000,Petrol,70.99,162951.0
12531,V012532,Van,9,1000,Petrol,83.11,58553.0
12532,V012533,Light Truck,14,3500,Diesel,100.0,228693.0
12533,V012534,Van,2,1000,Petrol,85.16,364562.0
12534,V012535,Medium Truck,2,8000,Diesel,54.7,317570.0
12535,V012536,Van,7,1000,Petrol,89.43,156089.0
12536,V012537,Heavy Truck,14,20000,Diesel,87.69,216967.0
12537,V012538,Heavy Truck,7,20000,Diesel,76.95,135512.0
12538,V012539,Light Truck,7,3500,Diesel,76.5,108748.0
12539,V012540,Heavy Truck,12,20000,Diesel,77.52,377394.0
12540,V012541,Light Truck,5,3500,Diesel,73.91,281224.0
12541,V012542,Light Truck,3,3500,Diesel,87.42,173344.0
12542,V012543,Van,5,1000,Petrol,62.59,109649.0
12543,V012544,Heavy Truck,6,20000,Diesel,85.46,349097.0
12544,V012545,Van,7,1000,Petrol,70.16,138582.0
12545,V012546,Van,8,1000,Petrol,74.26,79980.0
12546,V012547,Medium Truck,14,8000,Diesel,93.05,136367.0
12547,V012548,Van,3,1000,Petrol,89.03,231439.0
12548,V012549,Medium Truck,5,8000,Diesel,88.25,68617.0
12549,V012550,Medium Truck,10,8000,Diesel,89.34,246088.0
12550,V012551,Medium Truck,12,8000,Diesel,90.55,184095.0
12551,V012552,Van,9,1000,Petrol,93.08,219094.0
12552,V012553,Medium Truck,10,8000,Diesel,76.61,84917.0
12553,V012554,Medium Truck,5,8000,Diesel,68.01,198975.0
12554,V012555,Medium Truck,0,8000,Diesel,68.46,160400.0
12555,V012556,Light Truck,3,3500,Diesel,71.52,220141.0
12556,V012557,Light Truck,14,3500,Diesel,100.0,61744.0
12557,V012558,Heavy Truck,10,20000,Diesel,55.93,153790.0
12558,V012559,Medium Truck,13,8000,Diesel,70.93,140316.0
12559,V012560,Light Truck,12,3500,Diesel,93.69,195453.0
12560,V012561,Heavy Truck,4,20000,Diesel,93.28,99700.0
12561,V012562,Light Truck,13,3500,Diesel,56.14,114082.0
12562,V012563,Van,12,1000,Petrol,87.73,92766.0
12563,V012564,Light Truck,0,3500,Diesel,63.94,283292.0
12564,V012565,Van,3,1000,Petrol,100.0,146605.0
12565,V012566,Van,14,1000,Petrol,72.2,205890.0
12566,V012567,Van,8,1000,Petrol,79.29,313661.0
12567,V012568,Van,13,1000,Petrol,77.87,137289.0
12568,V012569,Medium Truck,12,8000,Diesel,81.81,162963.0
12569,V012570,Van,13,1000,Petrol,64.57,211224.0
12570,V012571,Heavy Truck,13,20000,Diesel,74.01,244198.0
12571,V012572,Van,11,1000,Petrol,71.56,124972.0
12572,V012573,Van,4,1000,Petrol,73.46,19194.0
12573,V012574,Light Truck,5,3500,Diesel,96.5,245300.0
12574,V012575,Medium Truck,13,8000,Diesel,82.26,259697.0
12575,V012576,Medium Truck,3,8000,Diesel,88.57,151081.0
12576,V012577,Van,11,1000,Petrol,91.7,214192.0
12577,V012578,Light Truck,10,3500,Diesel,68.74,192122.0
12578,V012579,Light Truck,11,3500,Diesel,82.63,86335.0
12579,V012580,Heavy Truck,7,20000,Diesel,79.43,115336.0
12580,V012581,Heavy Truck,14,20000,Diesel,76.48,314160.0
12581,V012582,Light Truck,8,3500,Diesel,64.76,250448.0
12582,V012583,Light Truck,13,3500,Diesel,63.36,231840.0
12583,V012584,Medium Truck,13,8000,Diesel,79.13,214175.0
12584,V012585,Van,12,1000,Petrol,82.25,1000.0
12585,V012586,Medium Truck,14,8000,Diesel,65.64,257200.0
12586,V012587,Van,8,1000,Petrol,100.0,183005.0
12587,V012588,Light Truck,12,3500,Diesel,54.95,280355.0
12588,V012589,Medium Truck,11,8000,Diesel,70.89,262971.0
12589,V012590,Van,0,1000,Petrol,66.23,160624.0
12590,V012591,Van,0,1000,Petrol,59.96,200773.0
12591,V012592,Van,13,1000,Petrol,100.0,250483.0
12592,V012593,Medium Truck,3,8000,Diesel,68.32,97878.0
12593,V012594,Van,11,1000,Petrol,87.93,79956.0
12594,V012595,Medium Truck,9,8000,Diesel,55.52,332306.0
12595,V012596,Medium Truck,8,8000,Diesel,70.61,295155.0
12596,V012597,Medium Truck,5,8000,Diesel,91.76,78520.0
12597,V012598,Van,5,1000,Petrol,91.33,174434.0
12598,V012599,Heavy Truck,11,20000,Diesel,93.43,271702.0
12599,V012600,Light Truck,3,3500,Diesel,86.14,181660.0
12600,V012601,Van,11,1000,Petrol,68.88,178832.0
12601,V012602,Medium Truck,4,8000,Diesel,100.0,131851.0
12602,V012603,Van,7,1000,Petrol,62.05,1000.0
12603,V012604,Light Truck,10,3500,Diesel,65.06,239303.0
12604,V012605,Van,13,1000,Petrol,94.23,134727.0
12605,V012606,Van,1,1000,Petrol,100.0,303077.0
12606,V012607,Van,8,1000,Petrol,92.4,142453.0
12607,V012608,Medium Truck,13,8000,Diesel,91.33,271238.0
12608,V012609,Medium Truck,14,8000,Diesel,76.54,143576.0
12609,V012610,Van,7,1000,Petrol,75.81,117133.0
12610,V012611,Light Truck,3,3500,Diesel,62.89,55146.0
12611,V012612,Medium Truck,10,8000,Diesel,90.07,145914.0
12612,V012613,Heavy Truck,12,20000,Diesel,85.45,144086.0
12613,V012614,Medium Truck,9,8000,Diesel,78.77,202039.0
12614,V012615,Medium Truck,10,8000,Diesel,67.56,206766.0
12615,V012616,Medium Truck,8,8000,Diesel,81.47,43375.0
12616,V012617,Heavy Truck,7,20000,Diesel,71.09,47328.0
12617,V012618,Light Truck,14,3500,Diesel,61.45,257093.0
12618,V012619,Light Truck,4,3500,Diesel,69.13,339356.0
12619,V012620,Light Truck,14,3500,Diesel,71.86,26082.0
12620,V012621,Van,6,1000,Petrol,98.37,308234.0
12621,V012622,Van,13,1000,Petrol,88.66,223955.0
12622,V012623,Light Truck,0,3500,Diesel,65.47,89039.0
12623,V012624,Van,5,1000,Petrol,91.5,115611.0
12624,V012625,Heavy Truck,7,20000,Diesel,99.38,224290.0
12625,V012626,Motorbike,5,50,Petrol,86.96,149956.0
12626,V012627,Medium Truck,12,8000,Diesel,100.0,203981.0
12627,V012628,Light Truck,0,3500,Diesel,92.19,68186.0
12628,V012629,Heavy Truck,9,20000,Diesel,73.81,247444.0
12629,V012630,Light Truck,14,3500,Diesel,100.0,39724.0
12630,V012631,Heavy Truck,9,20000,Diesel,82.72,163218.0
12631,V012632,Motorbike,7,50,Petrol,85.56,209825.0
12632,V012633,Heavy Truck,14,20000,Diesel,56.18,177936.0
12633,V012634,Medium Truck,10,8000,Diesel,72.12,138413.0
12634,V012635,Van,3,1000,Petrol,60.9,232394.0
12635,V012636,Light Truck,12,3500,Diesel,47.39,221800.0
12636,V012637,Heavy Truck,6,20000,Diesel,71.55,219973.0
12637,V012638,Light Truck,7,3500,Diesel,82.23,283072.0
12638,V012639,Medium Truck,7,8000,Diesel,74.42,163470.0
12639,V012640,Light Truck,7,3500,Diesel,77.61,208880.0
12640,V012641,Medium Truck,2,8000,Diesel,71.52,121503.0
12641,V012642,Light Truck,0,3500,Diesel,54.14,121934.0
12642,V012643,Light Truck,9,3500,Diesel,84.29,266460.0
12643,V012644,Light Truck,14,3500,Diesel,89.32,270615.0
12644,V012645,Medium Truck,4,8000,Diesel,88.89,291588.0
12645,V012646,Van,7,1000,Petrol,80.37,320022.0
12646,V012647,Light Truck,5,3500,Diesel,98.64,143795.0
12647,V012648,Light Truck,8,3500,Diesel,100.0,156923.0
12648,V012649,Medium Truck,5,8000,Diesel,85.69,205731.0
12649,V012650,Medium Truck,6,8000,Diesel,74.88,147817.0
12650,V012651,Medium Truck,13,8000,Diesel,67.62,132232.0
12651,V012652,Medium Truck,6,8000,Diesel,59.82,194273.0
12652,V012653,Medium Truck,13,8000,Diesel,73.07,71067.0
12653,V012654,Heavy Truck,2,20000,Diesel,72.46,270948.0
12654,V012655,Medium Truck,11,8000,Diesel,55.74,363448.0
12655,V012656,Medium Truck,2,8000,Diesel,54.85,120828.0
12656,V012657,Heavy Truck,11,20000,Diesel,100.0,155378.0
12657,V012658,Medium Truck,8,8000,Diesel,69.94,221243.0
12658,V012659,Van,1,1000,Petrol,64.16,136754.0
12659,V012660,Heavy Truck,12,20000,Diesel,97.18,105119.0
12660,V012661,Medium Truck,1,8000,Diesel,82.78,345615.0
12661,V012662,Van,8,1000,Petrol,78.91,172325.0
12662,V012663,Light Truck,3,3500,Diesel,92.21,77454.0
12663,V012664,Medium Truck,3,8000,Diesel,90.23,161349.0
12664,V012665,Van,6,1000,Petrol,100.0,133611.0
12665,V012666,Light Truck,3,3500,Diesel,100.0,73386.0
12666,V012667,Van,14,1000,Petrol,87.89,211519.0
12667,V012668,Van,2,1000,Petrol,68.87,90268.0
12668,V012669,Heavy Truck,9,20000,Diesel,84.73,307951.0
12669,V012670,Light Truck,13,3500,Diesel,88.42,204626.0
12670,V012671,Van,10,1000,Petrol,78.91,38873.0
12671,V012672,Light Truck,3,3500,Diesel,68.09,250975.0
12672,V012673,Van,6,1000,Petrol,81.76,130082.0
12673,V012674,Van,3,1000,Petrol,85.56,153169.0
12674,V012675,Medium Truck,14,8000,Diesel,76.83,275130.0
12675,V012676,Heavy Truck,7,20000,Diesel,81.56,149122.0
12676,V012677,Van,8,1000,Petrol,87.4,226517.0
12677,V012678,Heavy Truck,13,20000,Diesel,98.17,45506.0
12678,V012679,Van,11,1000,Petrol,79.44,204259.0
12679,V012680,Medium Truck,1,8000,Diesel,100.0,194897.0
12680,V012681,Heavy Truck,13,20000,Diesel,85.87,105135.0
12681,V012682,Van,5,1000,Petrol,67.72,173195.0
12682,V012683,Medium Truck,5,8000,Diesel,92.1,263947.0
12683,V012684,Van,4,1000,Petrol,74.48,291885.0
12684,V012685,Heavy Truck,14,20000,Diesel,100.0,97100.0
12685,V012686,Van,0,1000,Petrol,82.19,119029.0
12686,V012687,Medium Truck,6,8000,Diesel,85.25,234042.0
12687,V012688,Light Truck,8,3500,Diesel,82.66,127243.0
12688,V012689,Van,14,1000,Petrol,66.63,132912.0
12689,V012690,Light Truck,7,3500,Diesel,100.0,239769.0
12690,V012691,Light Truck,11,3500,Diesel,72.89,39952.0
12691,V012692,Medium Truck,10,8000,Diesel,74.04,191170.0
12692,V012693,Light Truck,10,3500,Diesel,99.08,164078.0
12693,V012694,Light Truck,6,3500,Diesel,86.8,102489.0
12694,V012695,Van,0,1000,Petrol,77.25,70024.0
12695,V012696,Motorbike,5,50,Petrol,65.62,276645.0
12696,V012697,Light Truck,10,3500,Diesel,100.0,137916.0
12697,V012698,Heavy Truck,1,20000,Diesel,94.22,198774.0
12698,V012699,Medium Truck,14,8000,Diesel,69.98,88330.0
12699,V012700,Van,11,1000,Petrol,84.41,155196.0
12700,V012701,Medium Truck,14,8000,Diesel,70.65,333163.0
12701,V012702,Light Truck,1,3500,Diesel,91.18,228708.0
12702,V012703,Medium Truck,14,8000,Diesel,93.28,163693.0
12703,V012704,Medium Truck,7,8000,Diesel,83.33,226129.0
12704,V012705,Medium Truck,6,8000,Diesel,81.96,155992.0
12705,V012706,Light Truck,10,3500,Diesel,70.02,44902.0
12706,V012707,Van,10,1000,Petrol,78.29,245014.0
12707,V012708,Light Truck,6,3500,Diesel,92.68,225260.0
12708,V012709,Van,4,1000,Petrol,87.13,221791.0
12709,V012710,Light Truck,14,3500,Diesel,88.17,278749.0
12710,V012711,Medium Truck,7,8000,Diesel,71.39,98370.0
12711,V012712,Medium Truck,0,8000,Diesel,79.76,301260.0
12712,V012713,Van,9,1000,Petrol,84.72,81396.0
12713,V012714,Van,12,1000,Petrol,88.07,327233.0
12714,V012715,Van,11,1000,Petrol,77.88,219203.0
12715,V012716,Motorbike,6,50,Petrol,89.25,142243.0
12716,V012717,Heavy Truck,10,20000,Diesel,81.04,259870.0
12717,V012718,Light Truck,7,3500,Diesel,92.93,256684.0
12718,V012719,Light Truck,4,3500,Diesel,85.54,234803.0
12719,V012720,Light Truck,2,3500,Diesel,66.83,121067.0
12720,V012721,Medium Truck,10,8000,Diesel,57.87,37612.0
12721,V012722,Light Truck,14,3500,Diesel,77.45,242708.0
12722,V012723,Medium Truck,0,8000,Diesel,63.18,362640.0
12723,V012724,Light Truck,13,3500,Diesel,65.31,175764.0
12724,V012725,Van,14,1000,Petrol,89.77,277107.0
12725,V012726,Heavy Truck,14,20000,Diesel,72.91,245075.0
12726,V012727,Light Truck,3,3500,Diesel,94.74,200348.0
12727,V012728,Medium Truck,13,8000,Diesel,92.55,291405.0
12728,V012729,Medium Truck,6,8000,Diesel,79.7,230146.0
12729,V012730,Van,6,1000,Petrol,90.58,233625.0
12730,V012731,Van,3,1000,Petrol,86.93,24790.0
12731,V012732,Van,7,1000,Petrol,76.54,126278.0
12732,V012733,Heavy Truck,10,20000,Diesel,74.59,240568.0
12733,V012734,Light Truck,4,3500,Diesel,80.34,200444.0
12734,V012735,Medium Truck,9,8000,Diesel,85.15,137809.0
12735,V012736,Light Truck,0,3500,Diesel,85.41,274246.0
12736,V012737,Medium Truck,0,8000,Diesel,64.81,210207.0
12737,V012738,Heavy Truck,7,20000,Diesel,82.47,72988.0
12738,V012739,Light Truck,3,3500,Diesel,61.6,153338.0
12739,V012740,Light Truck,3,3500,Diesel,92.13,133902.0
12740,V012741,Medium Truck,0,8000,Diesel,69.95,45958.0
12741,V012742,Medium Truck,7,8000,Diesel,77.5,287544.0
12742,V012743,Medium Truck,6,8000,Diesel,100.0,332328.0
12743,V012744,Heavy Truck,14,20000,Diesel,92.92,388798.0
12744,V012745,Medium Truck,9,8000,Diesel,70.79,328897.0
12745,V012746,Heavy Truck,2,20000,Diesel,100.0,342587.0
12746,V012747,Motorbike,4,50,Petrol,84.93,126368.0
12747,V012748,Van,4,1000,Petrol,79.76,25131.0
12748,V012749,Light Truck,9,3500,Diesel,81.03,252596.0
12749,V012750,Van,10,1000,Petrol,100.0,307591.0
12750,V012751,Heavy Truck,8,20000,Diesel,63.63,96037.0
12751,V012752,Heavy Truck,2,20000,Diesel,61.26,108475.0
12752,V012753,Medium Truck,9,8000,Diesel,94.02,424609.0
12753,V012754,Van,2,1000,Petrol,95.44,185277.0
12754,V012755,Light Truck,2,3500,Diesel,73.51,227128.0
12755,V012756,Motorbike,1,50,Petrol,85.11,215556.0
12756,V012757,Van,7,1000,Petrol,71.26,242936.0
12757,V012758,Heavy Truck,1,20000,Diesel,91.73,237027.0
12758,V012759,Van,6,1000,Petrol,77.17,288039.0
12759,V012760,Light Truck,11,3500,Diesel,100.0,142111.0
12760,V012761,Medium Truck,5,8000,Diesel,98.54,206458.0
12761,V012762,Light Truck,12,3500,Diesel,81.3,250382.0
12762,V012763,Medium Truck,0,8000,Diesel,83.11,186013.0
12763,V012764,Light Truck,5,3500,Diesel,84.95,115303.0
12764,V012765,Heavy Truck,10,20000,Diesel,90.02,110907.0
12765,V012766,Light Truck,11,3500,Diesel,79.33,132427.0
12766,V012767,Van,5,1000,Petrol,96.14,1000.0
12767,V012768,Van,11,1000,Petrol,82.05,171853.0
12768,V012769,Light Truck,12,3500,Diesel,80.93,170954.0
12769,V012770,Van,14,1000,Petrol,100.0,156153.0
12770,V012771,Light Truck,1,3500,Diesel,93.25,262837.0
12771,V012772,Light Truck,12,3500,Diesel,69.59,209277.0
12772,V012773,Van,5,1000,Petrol,92.82,146216.0
12773,V012774,Light Truck,14,3500,Diesel,78.81,203343.0
12774,V012775,Van,11,1000,Petrol,84.0,81630.0
12775,V012776,Heavy Truck,14,20000,Diesel,65.91,311801.0
12776,V012777,Medium Truck,10,8000,Diesel,81.38,296522.0
12777,V012778,Heavy Truck,9,20000,Diesel,100.0,89116.0
12778,V012779,Van,9,1000,Petrol,88.66,180432.0
12779,V012780,Heavy Truck,3,20000,Diesel,88.66,103275.0
12780,V012781,Light Truck,9,3500,Diesel,82.98,166860.0
12781,V012782,Light Truck,13,3500,Diesel,75.96,293891.0
12782,V012783,Heavy Truck,10,20000,Diesel,99.77,275476.0
12783,V012784,Heavy Truck,13,20000,Diesel,82.66,131764.0
12784,V012785,Light Truck,13,3500,Diesel,96.86,225575.0
12785,V012786,Light Truck,10,3500,Diesel,82.64,228509.0
12786,V012787,Van,12,1000,Petrol,100.0,110510.0
12787,V012788,Heavy Truck,4,20000,Diesel,90.37,212345.0
12788,V012789,Light Truck,5,3500,Diesel,71.53,172948.0
12789,V012790,Motorbike,5,50,Petrol,81.67,348745.0
12790,V012791,Light Truck,9,3500,Diesel,58.51,97792.0
12791,V012792,Motorbike,1,50,Petrol,93.39,67967.0
12792,V012793,Van,11,1000,Petrol,63.32,321595.0
12793,V012794,Light Truck,0,3500,Diesel,81.21,140328.0
12794,V012795,Light Truck,14,3500,Diesel,71.27,29670.0
12795,V012796,Motorbike,9,50,Petrol,82.4,43430.0
12796,V012797,Motorbike,13,50,Petrol,72.23,179103.0
12797,V012798,Medium Truck,5,8000,Diesel,70.48,176306.0
12798,V012799,Van,13,1000,Petrol,97.13,154494.0
12799,V012800,Medium Truck,3,8000,Diesel,100.0,86251.0
12800,V012801,Light Truck,4,3500,Diesel,62.94,250732.0
12801,V012802,Van,14,1000,Petrol,72.06,183412.0
12802,V012803,Van,4,1000,Petrol,84.53,208614.0
12803,V012804,Heavy Truck,7,20000,Diesel,85.34,251208.0
12804,V012805,Light Truck,9,3500,Diesel,74.2,90868.0
12805,V012806,Light Truck,7,3500,Diesel,76.54,158562.0
12806,V012807,Light Truck,0,3500,Diesel,82.15,42846.0
12807,V012808,Light Truck,3,3500,Diesel,69.54,267978.0
12808,V012809,Van,12,1000,Petrol,87.57,174534.0
12809,V012810,Heavy Truck,8,20000,Diesel,88.43,229590.0
12810,V012811,Light Truck,9,3500,Diesel,89.12,127493.0
12811,V012812,Van,10,1000,Petrol,73.11,279492.0
12812,V012813,Light Truck,7,3500,Diesel,81.07,90294.0
12813,V012814,Van,2,1000,Petrol,89.41,58140.0
12814,V012815,Medium Truck,8,8000,Diesel,60.14,167892.0
12815,V012816,Medium Truck,9,8000,Diesel,85.72,389752.0
12816,V012817,Van,8,1000,Petrol,74.22,320630.0
12817,V012818,Van,7,1000,Petrol,71.47,235016.0
12818,V012819,Light Truck,11,3500,Diesel,66.68,285601.0
12819,V012820,Light Truck,13,3500,Diesel,76.83,287170.0
12820,V012821,Van,4,1000,Petrol,94.09,87742.0
12821,V012822,Motorbike,8,50,Petrol,84.21,180674.0
12822,V012823,Heavy Truck,10,20000,Diesel,81.92,311982.0
12823,V012824,Motorbike,1,50,Petrol,77.99,102857.0
12824,V012825,Van,14,1000,Petrol,82.41,175284.0
12825,V012826,Heavy Truck,13,20000,Diesel,93.88,212355.0
12826,V012827,Van,2,1000,Petrol,85.32,134339.0
12827,V012828,Van,7,1000,Petrol,90.21,131839.0
12828,V012829,Light Truck,2,3500,Diesel,87.85,7627.0
12829,V012830,Motorbike,2,50,Petrol,68.47,255905.0
12830,V012831,Medium Truck,12,8000,Diesel,83.38,143729.0
12831,V012832,Motorbike,8,50,Petrol,88.84,149899.0
12832,V012833,Van,4,1000,Petrol,76.98,245130.0
12833,V012834,Heavy Truck,12,20000,Diesel,81.62,1000.0
12834,V012835,Heavy Truck,13,20000,Diesel,67.84,273387.0
12835,V012836,Medium Truck,14,8000,Diesel,69.49,117821.0
12836,V012837,Heavy Truck,9,20000,Diesel,71.04,204830.0
12837,V012838,Light Truck,5,3500,Diesel,83.82,101623.0
12838,V012839,Van,2,1000,Petrol,82.45,79125.0
12839,V012840,Van,8,1000,Petrol,85.98,26504.0
12840,V012841,Medium Truck,4,8000,Diesel,100.0,30465.0
12841,V012842,Medium Truck,1,8000,Diesel,86.62,148792.0
12842,V012843,Light Truck,12,3500,Diesel,86.62,164476.0
12843,V012844,Light Truck,13,3500,Diesel,78.66,166075.0
12844,V012845,Light Truck,11,3500,Diesel,83.06,207157.0
12845,V012846,Medium Truck,9,8000,Diesel,88.75,195041.0
12846,V012847,Van,8,1000,Petrol,91.66,266767.0
12847,V012848,Light Truck,5,3500,Diesel,94.28,155238.0
12848,V012849,Medium Truck,11,8000,Diesel,68.59,24697.0
12849,V012850,Van,8,1000,Petrol,89.8,156201.0
12850,V012851,Van,13,1000,Petrol,86.24,228517.0
12851,V012852,Heavy Truck,12,20000,Diesel,95.26,245749.0
12852,V012853,Heavy Truck,13,20000,Diesel,100.0,285566.0
12853,V012854,Motorbike,6,50,Petrol,74.19,104401.0
12854,V012855,Light Truck,3,3500,Diesel,67.07,223484.0
12855,V012856,Van,0,1000,Petrol,71.27,69780.0
12856,V012857,Light Truck,4,3500,Diesel,86.15,312993.0
12857,V012858,Light Truck,5,3500,Diesel,76.52,70661.0
12858,V012859,Van,11,1000,Petrol,84.14,167123.0
12859,V012860,Light Truck,3,3500,Diesel,84.02,192859.0
12860,V012861,Van,2,1000,Petrol,72.53,143256.0
12861,V012862,Van,4,1000,Petrol,52.33,207141.0
12862,V012863,Van,4,1000,Petrol,75.71,154059.0
12863,V012864,Heavy Truck,1,20000,Diesel,83.03,72728.0
12864,V012865,Medium Truck,12,8000,Diesel,78.2,203823.0
12865,V012866,Heavy Truck,7,20000,Diesel,100.0,60037.0
12866,V012867,Light Truck,11,3500,Diesel,76.74,225898.0
12867,V012868,Light Truck,9,3500,Diesel,88.46,235808.0
12868,V012869,Medium Truck,0,8000,Diesel,66.46,1000.0
12869,V012870,Van,6,1000,Petrol,88.13,218297.0
12870,V012871,Van,5,1000,Petrol,73.52,205697.0
12871,V012872,Medium Truck,10,8000,Diesel,80.78,51615.0
12872,V012873,Light Truck,14,3500,Diesel,81.97,138335.0
12873,V012874,Van,7,1000,Petrol,71.73,44937.0
12874,V012875,Motorbike,9,50,Petrol,89.14,289281.0
12875,V012876,Medium Truck,13,8000,Diesel,77.64,115841.0
12876,V012877,Medium Truck,9,8000,Diesel,69.5,90993.0
12877,V012878,Light Truck,2,3500,Diesel,96.46,33867.0
12878,V012879,Van,1,1000,Petrol,77.09,208902.0
12879,V012880,Van,2,1000,Petrol,88.89,179207.0
12880,V012881,Medium Truck,13,8000,Diesel,92.57,108440.0
12881,V012882,Medium Truck,10,8000,Diesel,85.9,69903.0
12882,V012883,Medium Truck,10,8000,Diesel,66.06,118621.0
12883,V012884,Light Truck,13,3500,Diesel,92.92,112699.0
12884,V012885,Medium Truck,10,8000,Diesel,56.8,61094.0
12885,V012886,Medium Truck,4,8000,Diesel,98.53,178739.0
12886,V012887,Light Truck,11,3500,Diesel,100.0,192379.0
12887,V012888,Light Truck,3,3500,Diesel,100.0,116867.0
12888,V012889,Van,8,1000,Petrol,100.0,183142.0
12889,V012890,Light Truck,0,3500,Diesel,88.92,89260.0
12890,V012891,Light Truck,1,3500,Diesel,75.03,99998.0
12891,V012892,Medium Truck,3,8000,Diesel,69.18,232164.0
12892,V012893,Light Truck,1,3500,Diesel,75.94,177455.0
12893,V012894,Light Truck,9,3500,Diesel,80.1,158790.0
12894,V012895,Van,3,1000,Petrol,98.76,204210.0
12895,V012896,Light Truck,6,3500,Diesel,71.53,46512.0
12896,V012897,Medium Truck,9,8000,Diesel,70.35,204904.0
12897,V012898,Light Truck,9,3500,Diesel,75.44,245263.0
12898,V012899,Light Truck,14,3500,Diesel,74.38,50945.0
12899,V012900,Heavy Truck,13,20000,Diesel,75.83,242568.0
12900,V012901,Van,12,1000,Petrol,92.18,332253.0
12901,V012902,Medium Truck,10,8000,Diesel,82.19,141574.0
12902,V012903,Van,10,1000,Petrol,79.15,84873.0
12903,V012904,Van,1,1000,Petrol,91.83,175038.0
12904,V012905,Heavy Truck,6,20000,Diesel,100.0,127307.0
12905,V012906,Light Truck,3,3500,Diesel,69.64,160724.0
12906,V012907,Van,14,1000,Petrol,65.82,217391.0
12907,V012908,Light Truck,6,3500,Diesel,72.22,149632.0
12908,V012909,Light Truck,12,3500,Diesel,78.09,291543.0
12909,V012910,Medium Truck,4,8000,Diesel,69.71,168021.0
12910,V012911,Light Truck,10,3500,Diesel,86.99,41446.0
12911,V012912,Light Truck,9,3500,Diesel,100.0,213723.0
12912,V012913,Medium Truck,2,8000,Diesel,73.49,138487.0
12913,V012914,Light Truck,7,3500,Diesel,100.0,103205.0
12914,V012915,Van,0,1000,Petrol,92.38,128235.0
12915,V012916,Van,2,1000,Petrol,77.37,288822.0
12916,V012917,Van,2,1000,Petrol,79.22,234433.0
12917,V012918,Medium Truck,11,8000,Diesel,87.03,128215.0
12918,V012919,Van,13,1000,Petrol,61.33,107609.0
12919,V012920,Medium Truck,1,8000,Diesel,79.73,229041.0
12920,V012921,Light Truck,8,3500,Diesel,92.55,99316.0
12921,V012922,Light Truck,10,3500,Diesel,70.08,178965.0
12922,V012923,Heavy Truck,14,20000,Diesel,75.1,85502.0
12923,V012924,Medium Truck,12,8000,Diesel,100.0,158502.0
12924,V012925,Van,14,1000,Petrol,78.11,36577.0
12925,V012926,Van,13,1000,Petrol,80.38,117913.0
12926,V012927,Medium Truck,0,8000,Diesel,81.75,213241.0
12927,V012928,Light Truck,13,3500,Diesel,91.04,351077.0
12928,V012929,Light Truck,10,3500,Diesel,79.93,148685.0
12929,V012930,Light Truck,9,3500,Diesel,78.08,267494.0
12930,V012931,Light Truck,13,3500,Diesel,96.6,152478.0
12931,V012932,Van,4,1000,Petrol,85.37,1000.0
12932,V012933,Light Truck,13,3500,Diesel,90.24,229337.0
12933,V012934,Van,5,1000,Petrol,100.0,91643.0
12934,V012935,Van,3,1000,Petrol,96.56,306489.0
12935,V012936,Light Truck,10,3500,Diesel,80.41,276089.0
12936,V012937,Light Truck,9,3500,Diesel,72.52,68802.0
12937,V012938,Light Truck,5,3500,Diesel,88.42,54071.0
12938,V012939,Medium Truck,13,8000,Diesel,66.62,251961.0
12939,V012940,Light Truck,9,3500,Diesel,76.74,122653.0
12940,V012941,Motorbike,11,50,Petrol,91.25,153610.0
12941,V012942,Heavy Truck,12,20000,Diesel,88.91,1000.0
12942,V012943,Van,14,1000,Petrol,79.09,116930.0
12943,V012944,Medium Truck,11,8000,Diesel,99.29,193788.0
12944,V012945,Light Truck,0,3500,Diesel,87.43,133065.0
12945,V012946,Van,14,1000,Petrol,100.0,283138.0
12946,V012947,Van,4,1000,Petrol,80.98,184609.0
12947,V012948,Light Truck,14,3500,Diesel,85.14,226995.0
12948,V012949,Motorbike,1,50,Petrol,65.32,157474.0
12949,V012950,Medium Truck,14,8000,Diesel,86.55,228864.0
12950,V012951,Medium Truck,5,8000,Diesel,85.92,88934.0
12951,V012952,Medium Truck,2,8000,Diesel,68.58,89109.0
12952,V012953,Heavy Truck,3,20000,Diesel,87.1,164976.0
12953,V012954,Motorbike,2,50,Petrol,87.62,274501.0
12954,V012955,Motorbike,11,50,Petrol,69.2,153190.0
12955,V012956,Light Truck,14,3500,Diesel,82.61,162602.0
12956,V012957,Light Truck,0,3500,Diesel,76.14,137268.0
12957,V012958,Van,0,1000,Petrol,71.73,229519.0
12958,V012959,Light Truck,13,3500,Diesel,60.92,52620.0
12959,V012960,Light Truck,9,3500,Diesel,76.61,64051.0
12960,V012961,Medium Truck,7,8000,Diesel,86.8,366290.0
12961,V012962,Light Truck,2,3500,Diesel,89.59,233673.0
12962,V012963,Light Truck,5,3500,Diesel,87.0,154975.0
12963,V012964,Heavy Truck,3,20000,Diesel,77.85,34192.0
12964,V012965,Medium Truck,2,8000,Diesel,97.13,219239.0
12965,V012966,Medium Truck,5,8000,Diesel,73.45,223706.0
12966,V012967,Light Truck,12,3500,Diesel,68.16,189728.0
12967,V012968,Van,13,1000,Petrol,75.88,58746.0
12968,V012969,Light Truck,12,3500,Diesel,79.25,505166.0
